well-behaved WGD,,
fit_plot_Acacia argyrophylla_ZCDJ_1.0,Medium,-4.48960159865212
fit_plot_Acorus americanus_MTII_1.0,High,-2.07854666114399
fit_plot_Adiantum raddianum_BMJR_1.0,High,-2.63371933486721
fit_plot_Aextoxicon punctatum_QUTB_1.0,Medium,-3.80407181882967
fit_plot_Akebia trifoliata_CCID_1.0,High,-2.62841960442958
fit_plot_Alangium chinense_FWBF_1.0,High,-2.49942654820845
fit_plot_Allionia incarnata_DVXD_1.0,High,-1.72616120886114
fit_plot_Allionia incarnata_EGOS_1.0,High,-1.7229318678796
fit_plot_Aloe vera_JVBR_1.0,High,-2.51945199287196
fit_plot_Amaranthus retroflexus_WMLW_1.0,High,-2.37796275581942
fit_plot_Amaranthus tricolor_XSSD_1.0,High,-2.48296907892438
fit_plot_Angelica archangelica_TQKZ_1.0,High,-1.74893107991864
fit_plot_Anomodon attenuatus_QMWB_1.0,Medium,-3.97323966072931
fit_plot_Anticharis glandulosa_EJBY_1.0,Low,-4.74445113427437
fit_plot_Antirrhinum braun-blanquetii_YRHD_1.0,Medium,-3.38775865413824
fit_plot_Apios americana_NXOH_1.0,High,-2.79860113190747
fit_plot_Ardisia humilis_ODDO_1.0,High,-2.57783186148163
fit_plot_Ardisia revoluta_DAAD_1.0,High,-2.01576860634963
fit_plot_Ascarina rubricaulis_WZFE_1.0,Medium,-3.4806742413656
fit_plot_Asparagus densiflorus_FGRF_1.0,High,-2.52321962993751
fit_plot_Astragalus membranaceus_HJMP_1.0,Low,-4.88506517650972
fit_plot_Astragalus propinquus_MYMP_1.0,High,-2.71807635740519
fit_plot_Aucuba japonica_GIPR_1.0,High,-1.96329782908188
fit_plot_Aulacomnium heterostichum_WNGH_1.0,High,-2.72265932982931
fit_plot_Bauhinia tomentosa_JETM_1.0,Medium,-3.14916018245923
fit_plot_Begonia sp._OCTM_1.0,Medium,-3.47310953251156
fit_plot_Berberidopsis beckleri_HAEU_1.0,Medium,-3.5012230399411
fit_plot_Bischofia javanica_VNMY_1.0,High,-2.42803590302051
fit_plot_Bituminaria bituminosa_TVSH_1.0,High,-2.61805928804177
fit_plot_Blutaparon vermiculare_CUTE_1.0,Medium,-3.84998786864289
fit_plot_Brodiaea sierrae_IXEM_1.0,High,-2.79100931021746
fit_plot_Brugmansia sanguinea_AIOU_1.0,High,-2.78142862101057
fit_plot_Buddleja lindleyana_XRLM_1.0,High,-2.707377544874
fit_plot_Buddleja sp._GRFT_1.0,High,-2.67001863081247
fit_plot_Buxus sempervirens_IWMW_1.0,Low,-5.71764187892996
fit_plot_Calocedrus decurrens_FRPM_1.0,High,-2.09285518436121
fit_plot_Calycanthus floridus_FALI_1.0,High,-2.73588269505548
fit_plot_Canna sp._TZNS_1.0,High,-2.89458360488774
fit_plot_Cassytha filiformis_VYLQ_1.0,High,-2.56656960626158
fit_plot_Centella asiatica_WEQK_1.0,Medium,-3.26448383365934
fit_plot_Cercidiphyllum japonicum_NUZN_1.0,Medium,-3.91351039280546
fit_plot_Chamaecyparis lawsoniana_AIGO_1.0,High,-1.57627915005571
fit_plot_Cinnamomum camphora_BCGB_1.0,High,-2.10992007722088
fit_plot_Cistus inflatus_PKMO_1.0,High,-2.90691941085687
fit_plot_Cochlearia officinalis_CSUV_1.0,High,-1.99988264586118
fit_plot_Codariocalyx motorius_SUAK_1.0,Medium,-3.323662392126
fit_plot_Conopholis americana_FAMO_1.0,Medium,-3.93868947628849
fit_plot_Convolvulus arvensis_CPOC_1.0,Medium,-3.86630087482094
fit_plot_Copaifera officinalis_RKLL_1.0,High,-2.60800151703979
fit_plot_Cornus florida_BFJL_1.0,High,-2.03817950704898
fit_plot_Daenikera sp._BSEY_1.0,High,-2.40913135695861
fit_plot_Datura metel_JNVS_1.0,High,-2.70937162865209
fit_plot_Dendrolycopodium obscurum_XNXF_1.0,Medium,-3.42382048946291
fit_plot_Dendropemon caribaeus_VGVI_1.0,High,-2.97600142148486
fit_plot_Dichroa febrifuga_QURC_1.0,High,-2.46162354668195
fit_plot_Dicranum scoparium_NGTD_1.0,High,-2.35276881782957
fit_plot_Diospyros malabarica_KVFU_1.0,High,-3.09761890929203
fit_plot_Diphasiastrum digitatum_WAFT_1.0,Medium,-3.74867141914461
fit_plot_Draba aizoides_HABV_1.0,Low,-6.54669794603709
fit_plot_Drypetes deplanchei_RVGH_1.0,High,-2.97430013090417
fit_plot_Ehretia acuminata_EMAL_1.0,High,-2.95649642152819
fit_plot_Encalypta streptocarpa_KEFD_1.0,High,-2.07054189404582
fit_plot_Erythroxylum coca_RPPC_1.0,High,-3.07287282736977
fit_plot_Euptelea pleiosperma_QTJY_1.0,High,-2.40726582822736
fit_plot_Flaveria kochiana_QXWF_1.0,High,-1.57867621521483
fit_plot_Flaveria palmeri_NVSO_1.0,High,-1.82712154698519
fit_plot_Flaveria sonorensis_UYED_1.0,High,-1.62333606178858
fit_plot_Flaveria vaginata_HXCD_1.0,High,-1.83293175773343
fit_plot_Fokienia hodginsii_UEVI_1.0,High,-1.6259118483503
fit_plot_Fouquieria macdougalii_YSRZ_1.0,High,-3.11597934625384
fit_plot_Francoa appendiculata_HDWF_1.0,High,-2.4087145223995
fit_plot_Freycinetia multiflora_DGXS_1.0,High,-1.91228970266829
fit_plot_Galax urceolata_ADHK_1.0,High,-3.10115654687371
fit_plot_Galax urceolata_UFHF_1.0,High,-3.02331541710198
fit_plot_Garcinia oblongifolia_FWCQ_1.0,High,-1.83901314444212
fit_plot_Gleditsia sinensis_VHZV_1.0,High,-2.87903968897273
fit_plot_Gleditsia triacanthos_GEHT_1.0,High,-2.64799405192705
fit_plot_Gloriosa superba_GDKK_1.0,High,-2.46296788846881
fit_plot_Glycyrrhiza glabra_PEZP_1.0,High,-2.16309361082275
fit_plot_Glycyrrhiza lepidota_JTQQ_1.0,High,-2.32906222403912
fit_plot_Gompholobium polymorphum_VLNB_1.0,High,-2.46370080830272
fit_plot_Grevillea robusta_GRRW_1.0,High,-2.52487903753103
fit_plot_Gymnocladus dioicus_QZXQ_1.0,High,-2.70773137002084
fit_plot_Gyrostemon ramulosus_UAXP_1.0,High,-2.34326504152397
fit_plot_Hakea drupacea_SIIK_1.0,High,-2.6498057515891
fit_plot_Hedwigia ciliata_YWNF_1.0,Medium,-4.46507020795541
fit_plot_Helenium autumnale_DUNJ_1.0,Medium,-4.39941064954589
fit_plot_Helonias bullata_OOSO_1.0,High,-1.96885874079249
fit_plot_Hilleria latifolia_SFKQ_1.0,Medium,-3.39223123696456
fit_plot_Huperzia myrsinites_CBAE_1.0,High,-1.89722576802983
fit_plot_Huperzia squarrosa_GAON_1.0,High,-1.85513007065044
fit_plot_Hydrangea quercifolia_ZETY_1.0,High,-2.47401156132757
fit_plot_Hymenophyllum bivalve_QIAD_1.0,High,-2.60134312783891
fit_plot_Idiospermum australiense_WPHN_1.0,High,-3.02270876276765
fit_plot_Ilex paraguariensis_SXML_1.0,Medium,-3.2020424807407
fit_plot_Ilex sp._DFYF_1.0,High,-2.44016050664846
fit_plot_Ilex vomitoria_ASMV_1.0,High,-2.47413835496375
fit_plot_Illicium floridanum_VZCI_1.0,High,-2.44707151886244
fit_plot_Impatiens balsamifera_JEXA_1.0,High,-2.61623926654223
fit_plot_Ipomoea coccinea_ERWT_1.0,Medium,-3.44616328388628
fit_plot_Ipomoea hederacea_QSLH_1.0,Medium,-3.40017685292746
fit_plot_Ipomoea indica_OQBM_1.0,Medium,-4.26449355799968
fit_plot_Ipomoea lobata_IZNU_1.0,Medium,-3.43629690611732
fit_plot_Ipomoea nil_NHAG_1.0,Medium,-3.55770230957843
fit_plot_Ipomoea pubescens_EMBR_1.0,High,-2.88999620074493
fit_plot_Ipomoea purpurea_VXKB_1.0,Medium,-4.27357479828839
fit_plot_Ipomoea quamoclit_ALUC_1.0,High,-3.07128500666997
fit_plot_Jacquinia sp._PTFA_1.0,High,-2.51997186131453
fit_plot_Kadsura heteroclita_NWMY_1.0,High,-2.8717307786813
fit_plot_Lagerstroemia indica_RJNQ_1.0,High,-2.11900363644129
fit_plot_Laurelia sempervirens_WAIL_1.0,High,-1.46353854125674
fit_plot_Ledum palustre_WXVX_1.0,Medium,-3.28327144090428
fit_plot_Lennoa madreporoides_SMUR_1.0,Low,-5.22911435747139
fit_plot_Leucobryum albidum_VMXJ_1.0,Medium,-3.14213187637311
fit_plot_Leucobryum glaucum_RGKI_1.0,High,-2.92431068220593
fit_plot_Lindsaea linearis_NOKI_1.0,Medium,-3.25173176217997
fit_plot_Linum grandiflorum_MYVH_1.0,Medium,-3.70670582445073
fit_plot_Linum hirsutum_HNCF_1.0,Medium,-3.52201674032965
fit_plot_Linum leonii_AEPI_1.0,High,-2.59414723837447
fit_plot_Linum lewisii_BHYC_1.0,High,-2.42287685040428
fit_plot_Linum strictum_TXMP_1.0,High,-1.92045791684495
fit_plot_Lomandra longifolia_MUMD_1.0,Medium,-3.80179164466082
fit_plot_Lonchitis hirsuta_VVRN_1.0,High,-1.84579695862034
fit_plot_Lonicera japonica_GSZA_1.0,Medium,-3.66583197583675
fit_plot_Lycium barbarum_LWCK_1.0,High,-2.94205036958247
fit_plot_Lycium sp._OSMU_1.0,High,-2.95917493433579
fit_plot_Lycopodiella appressa_ULKT_1.0,High,-2.42157434102174
fit_plot_Lycopodium annotinum_ENQF_1.0,Medium,-3.68907274972751
fit_plot_Lycopodium deuterodensum_PQTO_1.0,Medium,-4.1078031500917
fit_plot_Manihot grahamii_XNLP_1.0,High,-3.07537630218996
fit_plot_Manilkara zapota_BEFC_1.0,High,-2.35444091774216
fit_plot_Mansoa alliacea_TKEK_1.0,Medium,-3.6259566638288
fit_plot_Marattia attenuata_UGNK_1.0,High,-2.44511337807158
fit_plot_Meliosma cuneifolia_AALA_1.0,High,-2.38792474865404
fit_plot_Metasequoia glyptostroboides_NRXL_1.0,High,-1.36628620074881
fit_plot_Microbiota decussata_XQSG_1.0,High,-1.40156179940926
fit_plot_Myodocarpus sp._AJFN_1.0,High,-2.35281001449938
fit_plot_Nelumbo sp._FAKD_1.0,High,-2.6202589338126
fit_plot_Nepenthes alata_WQUF_1.0,High,-2.3932616046724
fit_plot_Nyssa ogeche_VUSY_1.0,High,-2.30704487640484
fit_plot_Ochna mossambicensis_TVCU_1.0,High,-1.9656857891149
fit_plot_Ochna serrulata_CKDK_1.0,High,-1.98919868583307
fit_plot_Oxalis sp._JHCN_1.0,Medium,-3.82198442962117
fit_plot_Oxera neriifolia_GNPX_1.0,High,-1.69752713553614
fit_plot_Papuacedrus papuana_OVIJ_1.0,High,-1.73983278418345
fit_plot_Passiflora caerulea_SIZE_1.0,Medium,-3.16398926517765
fit_plot_Passiflora edulis_EZZT_1.0,High,-2.80656302858456
fit_plot_Paulownia fargesii_UMUL_1.0,High,-3.05179417969827
fit_plot_Persea borbonia_WIGA_1.0,High,-2.18735025544711
fit_plot_Petiveria alliacea_AZBL_1.0,High,-3.04970436670687
fit_plot_Phacelia campanularia_YQIJ_1.0,Medium,-3.7348680121407
fit_plot_Philonotis fontana_ORKS_1.0,High,-2.23521957446736
fit_plot_Pholisma arenarium_HANM_1.0,Medium,-3.41776164845671
fit_plot_Phormium tenax_FCEL_1.0,High,-1.99029827436836
fit_plot_Physcomitrium sp._YEPO_1.0,High,-2.61383706755544
fit_plot_Physena madagascariensis_RUUB_1.0,High,-2.58998100775982
fit_plot_Phytolacca americana_BKQU_1.0,High,-2.26168079026714
fit_plot_Phytolacca bogotensis_MRKX_1.0,High,-2.12403048495928
fit_plot_Pinus jeffreyi_MFTM_1.0,High,-1.57922388420707
fit_plot_Pinus parviflora_IIOL_1.0,High,-1.34084365521181
fit_plot_Pinus ponderosa_JBND_1.0,High,-1.36452404936301
fit_plot_Pinus radiata_DZQM_1.0,High,-1.37644624194898
fit_plot_Pittosporum resiniferum_SALZ_1.0,High,-2.46677788475567
fit_plot_Pittosporum sahnianum_NTEO_1.0,High,-2.34978289999798
fit_plot_Plagiomnium insigne_BGXB_1.0,High,-2.42222799480116
fit_plot_Planophila laetevirens_CBNG_1.0,High,-1.03550212709907
fit_plot_Platanus occidentalis_VQFW_1.0,High,-2.85644599405358
fit_plot_Polygonum convolvulus_FYSJ_1.0,Medium,-3.63503817366304
fit_plot_Polyscias fruticosa_EDBB_1.0,High,-2.63038819216534
fit_plot_Pseudolycopodiella caroliniana_UPMJ_1.0,Medium,-3.2367457357009
fit_plot_Pseudotaxiphyllum elegans_QKQO_1.0,Medium,-4.51152257315965
fit_plot_Pseudotsuga wilsoniana_IOVS_1.0,High,-1.48374324795051
fit_plot_Racomitrium elongatum_ABCD_1.0,Medium,-3.22894052506355
fit_plot_Racomitrium varium_RDOO_1.0,High,-2.68677093574086
fit_plot_Rehmannia glutinosa_OWAS_1.0,High,-2.68224643134605
fit_plot_Reseda odorata_SWPE_1.0,High,-1.89373899400641
fit_plot_Rhizophora mangle_ZTLR_1.0,High,-3.05347234522091
fit_plot_Rhodiola rosea_ZJUL_1.0,High,-2.6960099079384
fit_plot_Rhododendron scopulorum_PPPZ_1.0,High,-2.3842122120428
fit_plot_Roridula gorgonias_HUSX_1.0,High,-2.41386770207046
fit_plot_Sabal bermudana_HWUP_1.0,Low,-5.23759120285342
fit_plot_Salix eriocephala_GLVK_1.0,High,-2.85848013798616
fit_plot_Salix fargesii_RZTJ_1.0,Medium,-3.21429188929379
fit_plot_Salix purpurea_LFOG_1.0,High,-3.06507262002928
fit_plot_Salix sachalinensis_TDTF_1.0,High,-2.72976227786596
fit_plot_Salix viminalis_KKDQ_1.0,High,-2.99538754747514
fit_plot_Santalum acuminatum_RSPO_1.0,High,-2.53858054601438
fit_plot_Saponaria officinalis_SKNL_1.0,Medium,-3.82976014771033
fit_plot_Sarcandra glabra_OSHQ_1.0,Low,-4.85845951130734
fit_plot_Saruma henryi_QDVW_1.0,Low,-5.56540793762519
fit_plot_Sassafras albidum_ABSS_1.0,High,-2.19160545222327
fit_plot_Schizolaena sp._WMUK_1.0,High,-2.5741767932849
fit_plot_Schlegelia violacea_EDXZ_1.0,High,-2.81102330810127
fit_plot_Scouleria aquatica_BPSG_1.0,High,-1.82184314828233
fit_plot_Senna hebecarpa_KZED_1.0,High,-2.41195815193349
fit_plot_Sideroxylon reclinatum_OXYP_1.0,High,-2.36040983256185
fit_plot_Silene latifolia_FZQN_1.0,Medium,-3.29995496490968
fit_plot_Sinningia tuberosa_DTNC_1.0,High,-3.04647722626556
fit_plot_Smilax bona-nox_MWYQ_1.0,High,-1.48281071876976
fit_plot_Solanum dulcamara_GHLP_1.0,High,-2.87208303488548
fit_plot_Solanum lasiophyllum_DLAI_1.0,Medium,-3.33712812750097
fit_plot_Solanum ptychanthum_DLJZ_1.0,High,-2.81665970798484
fit_plot_Solanum sisymbriifolium_NMDZ_1.0,High,-2.90754794605478
fit_plot_Solanum xanthocarpum_LQJY_1.0,Medium,-3.66645413441691
fit_plot_Sphagnum lescurii_GOWD_1.0,High,-1.97452557137723
fit_plot_Sphagnum palustre_RCBT_1.0,High,-1.88203539293605
fit_plot_Sphagnum recurvum_UHLI_1.0,High,-1.93280135731257
fit_plot_Staurodesmus omearii_RPRU_1.0,High,-2.86459419158885
fit_plot_Stemona tuberosa_VBHQ_1.0,High,-2.51777227496998
fit_plot_Strychnos spinosa_GGJD_1.0,Medium,-3.58652812508088
fit_plot_Symphoricarpos sp._CAQZ_1.0,Medium,-3.46879961546565
fit_plot_Symplocos tinctoria_JPDJ_1.0,High,-2.25280139040149
fit_plot_Synsepalum dulcificum_WRPP_1.0,High,-2.39468897819692
fit_plot_Tabebuia umbellata_UTQR_1.0,Medium,-3.46166142897033
fit_plot_Talinum sp._LKKX_1.0,Medium,-4.23967005118646
fit_plot_Ternstroemia gymnanthera_NGRR_1.0,High,-2.5377240671647
fit_plot_Tetraclinis sp._CGDN_1.0,High,-2.03121964522866
fit_plot_Tetrazygia bicolor_SWGX_1.0,High,-2.43297780792015
fit_plot_Timmia austriaca_ZQRI_1.0,High,-2.21105448696659
fit_plot_Tropaeolum peregrinum_MYZV_1.0,Medium,-3.17935687055089
fit_plot_Typha angustifolia_PPQR_1.0,Medium,-3.55612965564901
fit_plot_Typha latifolia_BRUD_1.0,Medium,-3.6556809170736
fit_plot_Uncarina grandidieri_ZRIN_1.0,High,-2.9740658103184
fit_plot_Vitex agnus-castus_DMLT_1.0,Medium,-3.20767064736802
fit_plot_Vittaria lineata_SKYV_1.0,High,-2.70135186533769
fit_plot_Xanthium strumarium_UBLN_1.0,High,-1.73296173207874
fit_plot_Xanthocercis zambesiaca_ZSSR_1.0,High,-2.74139241526732
fit_plot_Xerophyllum asphodeloides_AFLV_1.0,High,-1.73842541485162
